"ID";"IDIOMA";"REFRAN"
2950;"ESPAÑOL";"De gran subida gran caida."
2951;"ESPAÑOL";"De haré, haré, nunca me pagué; mas vale un toma que dos te daré."
2952;"ESPAÑOL";"De herrero a herrero no pasa dinero."
2953;"ESPAÑOL";"De hombre que no habla, y de can que no ladra, libera nos."
2954;"ESPAÑOL";"Del agua mansa me libre Dios, que de la recia me guardaré yo."
2955;"ESPAÑOL";"Del alcalde al verdugo, ved como subo."
2956;"ESPAÑOL";"De la mala muger te guarda, y de la buena no fies nada."
2957;"ESPAÑOL";"De la mano a la boca se pierde la sopa."
2958;"ESPAÑOL";"De la nieve, ni cocida, ni majada, no sacarás sino agua."
2959;"ESPAÑOL";"Del dicho al hecho hay gran trecho."
2960;"ESPAÑOL";"Del mal el menor."
2961;"ESPAÑOL";"Del mal que hombre teme, de ese muere."
2962;"ESPAÑOL";"De lo contado come el lobo."
2963;"ESPAÑOL";"De los leales se hinchen los hospitales."
2964;"ESPAÑOL";"De luengas vias luengas mentiras."
2965;"ESPAÑOL";"Del pan de mi compadre buen zatico a mi ahijado."
2966;"ESPAÑOL";"De me digan, y a mi pidan."
2967;"ESPAÑOL";"De mozo rezador, y de viejo ayunador, guarde Dios mi capa."
2968;"ESPAÑOL";"De noche los gatos todos son pardos."
2969;"ESPAÑOL";"De padre santo, hijo diablo."
2970;"ESPAÑOL";"De pequeña centella, gran hoguera."
2971;"ESPAÑOL";"De persona callada arriedra tu morada."
2972;"ESPAÑOL";"De piel agena larga la correa."
2973;"ESPAÑOL";"De potro sarnoso buen caballo hermoso."
2974;"ESPAÑOL";"De puerta cerrada el diablo se torna."
2975;"ESPAÑOL";"De quien pone los ojos en el suelo no fies tu dinero."
2976;"ESPAÑOL";"De rabo de puerco nunca buen virote."
2977;"ESPAÑOL";"Derecho apurado, tuerto tornado."
2978;"ESPAÑOL";"De ruin a ruin, quien acomete vence."
2979;"ESPAÑOL";"De ruin paño nunca buen sayo."
2980;"ESPAÑOL";"Desaprovechado como unto de mona."
2981;"ESPAÑOL";"Descalabrar al alguacil, y acogerse al corregidor."
2982;"ESPAÑOL";"Desde que te erré, nunca bien te quisé."
2983;"ESPAÑOL";"Deshacer cruzes en un pajar."
2984;"ESPAÑOL";"Despues del daño cada uno es sabio."
2985;"ESPAÑOL";"Despues de vendimias, cestos."
2986;"ESPAÑOL";"Despues que la casa está hecha, la deja."
2987;"ESPAÑOL";"Despues que me estas castigando, ciento y veinte agujeros conté en aquel rallo. Since you have been scolding me,"
2988;"ESPAÑOL";"Desque nací lloré, y cada dia nace porqué."
2989;"ESPAÑOL";"Desquitóse Miguel; perdió un ducado y ganó un conejo."
2990;"ESPAÑOL";"De traidor harás leal con bien hablar."
2991;"ESPAÑOL";"Detras de la cruz está el diablo."
2992;"ESPAÑOL";"De tu muger y de tu amigo esperto, no creas sino lo que supieres cierto."
2993;"ESPAÑOL";"Deudas tienes, y haces mas; si no mentiste, mentiras."
2994;"ESPAÑOL";"De un hombre necio a vezes buen consejo."
2995;"ESPAÑOL";"De un solo golpe no se derrueca un roble."
2996;"ESPAÑOL";"Deve algo para Pascua, y hacérsete ha corta la cuaresma."
2997;"ESPAÑOL";"Di a tu amigo tu secreto, y tenerte ha el pie en el pescuezo."
2998;"ESPAÑOL";"Dicen los niños en el solejar lo que oyen a sus padres en el hogar."
2999;"ESPAÑOL";"Dijó la sarten a la caldera, Tirte allá, cul negra."
3000;"ESPAÑOL";"Dile que es hermosa, y tornarse ha loca."
3001;"ESPAÑOL";"Dime con quien andas, diréte quien eres."
3002;"ESPAÑOL";"Di mentira, y sacarás verdad."
3003;"ESPAÑOL";"Dinero llama dinero."
3004;"ESPAÑOL";"Dineros de avaro dos veces van al mercado."
3005;"ESPAÑOL";"Dios es el que sana, y el médico lleva la plata."
3006;"ESPAÑOL";"Dios me libre de hombre de un libro."
3007;"ESPAÑOL";"Dios os libre de hidalgo de dia, y de fraile de noche."
3008;"ESPAÑOL";"Dios proveerá, mas buen haz de paja se querrá."
3009;"ESPAÑOL";"Dios te dé fortuna, hijo, que el saber poco te vale."
3010;"ESPAÑOL";"Dísela tú una vez, que el diablo se la dirá diez."
3011;"ESPAÑOL";"Do entra beber, sale saber."
3012;"ESPAÑOL";"Do falta dicha, por demas es diligencia."
3013;"ESPAÑOL";"Do fueres, harás como vieres."
3014;"ESPAÑOL";"Donde fuiste paje, no seas escudero."
3015;"ESPAÑOL";"Donde hay gana, hay maña."
3016;"ESPAÑOL";"Donde huego se hace, humo sale."
3017;"ESPAÑOL";"Donde irá el buey que no are?"
3018;"ESPAÑOL";"Donde menos se piensa salta la liebre."
3019;"ESPAÑOL";"Donde os comieron la carne, que roan los huesos."
3020;"ESPAÑOL";"Donde perdiste la capa, ay la cata."
3021;"ESPAÑOL";"Donde una puerta se cierra, otra se abre."
3022;"ESPAÑOL";"Dormireis sobre ello, y tomareis acuerdo."
3023;"ESPAÑOL";"Dos amigos de una bolsa, el uno canta, el otro llora."
3024;"ESPAÑOL";"Dos aves de rapiña no mantienen compaña."
3025;"ESPAÑOL";"Do tu padre fué con tinta, no vayas tu con quilma."
3026;"ESPAÑOL";"Duerme a quien duele, y no duerme quien algo deve."
3027;"ESPAÑOL";"Echar el mango tras el destral."
3028;"ESPAÑOL";"Echar la pluma al aire, y ver donde cae."
3029;"ESPAÑOL";"Echar un virote tras otro."
3030;"ESPAÑOL";"Echate a enfermar, verás quien te quiere bien, y quien te quiere mal."
3031;"ESPAÑOL";"El abad de Bamba, lo que no puede comer, dalo por su alma."
3032;"ESPAÑOL";"El agujero llama al ladron."
3033;"ESPAÑOL";"El amenazador hace perder el lugar de venganza."
3034;"ESPAÑOL";"El amor verdadero no sufre cosa encubierta."
3035;"ESPAÑOL";"El amor y la fe en las obras se vee."
3036;"ESPAÑOL";"El bien suena y el mal vuela."
3037;"ESPAÑOL";"El bobo, si es callado, por sesudo es reputado."
3038;"ESPAÑOL";"El buen hombre goza el hurto."
3039;"ESPAÑOL";"El buen pagador señor es de lo ageno."
3040;"ESPAÑOL";"El buen vino la venta trae consigo."
3041;"ESPAÑOL";"El buey bravo en tierra agena se hace manso."
3042;"ESPAÑOL";"El buey quando se cansa, firme sienta la pata."
3043;"ESPAÑOL";"El buey que me acornó, en buen lugar me echó."
3044;"ESPAÑOL";"El buey sin cencerro piérdese presto."
3045;"ESPAÑOL";"El campo fertil no descansando, torna se esteril."
3046;"ESPAÑOL";"El can de buena raza, si hoy no caza, mañana caza."
3047;"ESPAÑOL";"El caracol, por quitar de enojos, por los cuernos trocó los ojos."
3048;"ESPAÑOL";"El carnero encantado que fué por lana, y volvió trasquilado."
3049;"ESPAÑOL";"El cebo es el que engaña, que no el pescador ni la caña."
3050;"ESPAÑOL";"El conejo ido, el consejo venido."
3051;"ESPAÑOL";"El corazon no es traidor."
3052;"ESPAÑOL";"El corcobado no vee su corcoba, y vee la de su compañon."
3053;"ESPAÑOL";"El cordero manso mama a su madre, y a qualquiera; el bravo ni a la suya, ni a la agena."
3054;"ESPAÑOL";"El cuerdo no ata el saber a estaca."
3055;"ESPAÑOL";"El dar es honor, y el pedir dolor."
3056;"ESPAÑOL";"El dar limosna nunca mengua la bolsa."
3057;"ESPAÑOL";"El deseo hace hermoso lo feo."
3058;"ESPAÑOL";"El dia de ayuno vespera es de disanto."
3059;"ESPAÑOL";"El dia de calor, ese te arropa mejor."
3060;"ESPAÑOL";"El dia que no escobé entró quien, no piense."
3061;"ESPAÑOL";"El dia que no me afeyté, vino a mi casa quien no pensé."
3062;"ESPAÑOL";"El dia que te casas, ó te matas ó te sanas."
3063;"ESPAÑOL";"El dinero hace lo malo bueno."
3064;"ESPAÑOL";"El estiercol no es santo, mas do cae hace milagro."
3065;"ESPAÑOL";"El golpe de la sarten, aunque no duele, tizna."
3066;"ESPAÑOL";"El habito no hace al monge."
3067;"ESPAÑOL";"El hijo del asno dos veces rozna al dia."
3068;"ESPAÑOL";"El hijo sabe que conoce a su padre."
3069;"ESPAÑOL";"El hilo por lo mas delgado quiebra."
3070;"ESPAÑOL";"El hombre es el fuego, la muger la estopa; viene el diablo y sopla."
3071;"ESPAÑOL";"El hombre necesitado cada año apedreado."
3072;"ESPAÑOL";"El hombre propone, y Dios dispone."
3073;"ESPAÑOL";"El huego y el amor no dicen: Vate a tu lavor."
3074;"ESPAÑOL";"El huesped y el pez a tres dias huele."
3075;"ESPAÑOL";"El hurtar es cosa linda, si colgasen por la pretina."
3076;"ESPAÑOL";"El infierno está lleno de buenas palabras."
3077;"ESPAÑOL";"El invierno es ido, y el verano venido, mal haya quien bien nos hizo."
3078;"ESPAÑOL";"El judío échase a perder con pascuas, el moro con bodas, y el cristiano con escrituras."
3079;"ESPAÑOL";"El lobo do halla un cordero, busca otro."
3080;"ESPAÑOL";"El lobo do mane daño no hace."
3081;"ESPAÑOL";"El lobo hace entre semana por donde no va el Domingo a misa."
3082;"ESPAÑOL";"El lobo pierde los dientes, mas no los mientes."
3083;"ESPAÑOL";"El lobo y la vulpeja ambos son de una conseja."
3084;"ESPAÑOL";"El mal de milano, las alas quebradas y el pico sano."
3085;"ESPAÑOL";"El mal entra a brazadas, y sale a pulgaradas."
3086;"ESPAÑOL";"El malo siempre piensa engaño."
3087;"ESPAÑOL";"El mal que de tu boca sale, en tu seno se cae."
3088;"ESPAÑOL";"El mal que no tiene cura es locura."
3089;"ESPAÑOL";"El marido antes con un ojo que con un hijo."
3090;"ESPAÑOL";"El mejor lance de los dados es no jugarlos."
3091;"ESPAÑOL";"El mejor pienso del cavallo es el ojo de su amo."
3092;"ESPAÑOL";"El melon y la muger malos son de conocer."
3093;"ESPAÑOL";"El mentir no tiene alcabala."
3094;"ESPAÑOL";"El mentir y el compadrar ambos audan a la par."
3095;"ESPAÑOL";"El mozo perezoso por no dar un paso da ocho."
3096;"ESPAÑOL";"El mur que no sabe mas de un horado, presto le toma el gato."
3097;"ESPAÑOL";"El oficial que no miente, sálgase de entre la gente."
3098;"ESPAÑOL";"El ojo del amo engorda el caballo."
3099;"ESPAÑOL";"El ojo limpiale con el codo."
3100;"ESPAÑOL";"El pan comido, la compañía deshecha."
3101;"ESPAÑOL";"El perro del herrero duerme a las martilladas, y despierta a las dentelladas."
3102;"ESPAÑOL";"El perro del hortelano ni come las berzas, ni las deja comer al estraño."
3103;"ESPAÑOL";"El perro del hortelano, ni hambriento ni harto."
3104;"ESPAÑOL";"El perro viejo, si ladra, da consejo."
3105;"ESPAÑOL";"El pie del dueño estierco para la heredad."
3106;"ESPAÑOL";"El porfiado albardan comerá de tu pan."
3107;"ESPAÑOL";"El puerco sarnoso revuelve la pocilga."
3108;"ESPAÑOL";"El que a su enemigo popa, a sus manos muere."
3109;"ESPAÑOL";"El que es enemigo de la novia, como dirá bien de la boda?"
3110;"ESPAÑOL";"El que está en el lodo querria meter a otro."
3111;"ESPAÑOL";"El que está en la aceña muele, que no el que va y viene."
3112;"ESPAÑOL";"El que fué monacelo, y despues abad, sabe lo que hacen los mozos tras el altar."
3113;"ESPAÑOL";"El que ha ovejas, ha pellejas."
3114;"ESPAÑOL";"El que ley establece, guardarla debe."
3115;"ESPAÑOL";"El que no duda, no sabe cosa alguna."
3116;"ESPAÑOL";"El que no tiene casa de suyo, vecino es de todo el mundo."
3117;"ESPAÑOL";"El que no tiene muger, cada dia la mata; mas quien la tiene, bien se la guarda."
3118;"ESPAÑOL";"El que tarda, recauda."
3119;"ESPAÑOL";"El que tiene tejados de vidrio, no tire piedras al de su vecino."
3120;"ESPAÑOL";"El rayo y el amor, la ropa sana y quemado el corazon."
3121;"ESPAÑOL";"El rey va hasta do puede, y no hasta do quiere."
3122;"ESPAÑOL";"El ruin barbero ni deja pelo ni cuero."
3123;"ESPAÑOL";"El sol me luzga, que de la luna no he cura."
3124;"ESPAÑOL";"El tocino de paraiso para el casado no arrepiso."
3125;"ESPAÑOL";"El tramposo presto engaña al codicioso."
3126;"ESPAÑOL";"El usar saca oficial."
3127;"ESPAÑOL";"El viejo en su tierra y el mozo en la agena, mienten de una manera."
3128;"ESPAÑOL";"El viejo por no poder, y el mozo por no saber, dejan las cosas perder."
3129;"ESPAÑOL";"El vientre ayuno no oye a ninguno."
3130;"ESPAÑOL";"El vino anda sin calças."
3131;"ESPAÑOL";"El vino bueno no ha menester pregonero."
3132;"ESPAÑOL";"En arca abierta el justo peca."
3133;"ESPAÑOL";"En boca cerrada no entra mosca."
3134;"ESPAÑOL";"En buen dia buenas obras."
3135;"ESPAÑOL";"En cada tierra su uso."
3136;"ESPAÑOL";"En casa del ahorcado no se ha de mentar la soga."
3137;"ESPAÑOL";"En casa del gaitero todos son danzantes."
3138;"ESPAÑOL";"En casa del herrero cuchillo de palo."
3139;"ESPAÑOL";"En casa del moro no hables algarabía."
3140;"ESPAÑOL";"En casa de muger rica, ella manda siempre, y él nunca."
3141;"ESPAÑOL";"En caza y en amores, entras quando quieres, y sales quando puedes."
3142;"ESPAÑOL";"Encomendar las ovejas al lobo."
3143;"ESPAÑOL";"En el almoneda tien la boca queda."
3144;"ESPAÑOL";"En el mejor paño cae la raza."
3145;"ESPAÑOL";"En el paño mas fino se ve mas la mancha."
3146;"ESPAÑOL";"En el rio do no hay pezes por demas es echar redes."
3147;"ESPAÑOL";"Engáñame en el precio, y no en lo que merco."
3148;"ESPAÑOL";"En hora buena vengais, mal, si viens solo."
3149;"ESPAÑOL";"En la boda quien menos come es la novia."
3150;"ESPAÑOL";"En quanto fué nuera, nunca tuve buena suegra, y en quanto fuí suegra, nunca tuve buena nuera."
3151;"ESPAÑOL";"En salvo está el que repica."
3152;"ESPAÑOL";"En tiempo helado el clavo vale un caballo."
3153;"ESPAÑOL";"Entienda primero, y habla postrero."
3154;"ESPAÑOL";"En tierra de ciegos el tuerto es rey."
3155;"ESPAÑOL";"En tierra seca el agua salobre es buena."
3156;"ESPAÑOL";"Entre dos amigos un notario y dos testigos."
3157;"ESPAÑOL";"Entre dos muelas molares nunca metas tus pulgares."
3158;"ESPAÑOL";"Entre tanto que cria, amamos el ama; pasado el provecho, luego olvidada."
3159;"ESPAÑOL";"En voto del conde no mates al hombre."
3160;"ESPAÑOL";"Esa es buena que está al fuego y no se quema."
3161;"ESPAÑOL";"Esa es buena y honrada que es muerta y sepultada."
3162;"ESPAÑOL";"Escrive antes que des, y recibe antes que escrivas."
3163;"ESPAÑOL";"Escuchas al agujero, oirás de tú mal y del ageno."
3164;"ESPAÑOL";"Ese es mi amigo el que muele en mi molinillo."
3165;"ESPAÑOL";"Fiar de Dios sobre buena prenda."
3166;"ESPAÑOL";"For secreto, lo fumo lo descovre."
3167;"ESPAÑOL";"Frailes sobrand’ojo alerte."
3168;"ESPAÑOL";"Frailes, viver con ellos, y comer con ellos, y andar con ellos, y luego vendellos, que así hacen ellos."
3169;"ESPAÑOL";"Fuego, fuego, muchas ollas y un garbanzo en todas."
3170;"ESPAÑOL";"Galgo que muchas liebras levanta, ninguna mata."
3171;"ESPAÑOL";"Gana tiene de coles quien besa al hortelano."
3172;"ESPAÑOL";"Gato escaldado del agua fria ha miedo."
3173;"ESPAÑOL";"Gato maullador nunca buen cazador."
3174;"ESPAÑOL";"Gloria vana florece, y no grana."
3175;"ESPAÑOL";"Goza tú de tu poco, mientras busca mas el loco."
3176;"ESPAÑOL";"Grano no henche harnero, mas ayuda a su compañero."
3177;"ESPAÑOL";"Gran sabor es comer y no escotar."
3178;"ESPAÑOL";"Grano a grano hinche la gallina el papo."
3179;"ESPAÑOL";"Guárdete Dios de hecho es."
3180;"ESPAÑOL";"Guayas! padre, que otra hija os nasce."
3181;"ESPAÑOL";"Habla poco y bien, tenerte han por alquien."
3182;"ESPAÑOL";"Habla de la caza, y cómprala en la plaza."
3183;"ESPAÑOL";"Habló el buey y dijó Mu."
3184;"ESPAÑOL";"Hacer la cuenta sin la huéspeda."
3185;"ESPAÑOL";"Hágase el milagro, y hágalo el diablo."
3186;"ESPAÑOL";"Halagar con la cola, y morder con la boca."
3187;"ESPAÑOL";"Hambre y frio entregan al hombre a su enemigo."
3188;"ESPAÑOL";"Huyendo del toro, cayó en el arroyo."
3189;"ESPAÑOL";"Id por medio, y no careis."
3190;"ESPAÑOL";"Iglesia, ó mar, ó casa real, quien quiere medrar."
3191;"ESPAÑOL";"Ira de hermanos, ira de diablos."
3192;"ESPAÑOL";"Ir a la guerra ni casar, no se ha de aconsejar."
3193;"ESPAÑOL";"Ir por lana, y volver trasquilado."
3194;"ESPAÑOL";"Juego de manos, juego de villanos."
3195;"ESPAÑOL";"Jurado ha el vano de negro no hacer blanco."
3196;"ESPAÑOL";"Juras del que ama muger, no se han de creer."
3197;"ESPAÑOL";"Justa razon engañar el engañador."
3198;"ESPAÑOL";"Justicia, mas no por mi casa."
3199;"ESPAÑOL";"La bestia que mucho anda, nunca falta quien la taña."
3200;"ESPAÑOL";"La boca y la bolsa, cerrada."
3201;"ESPAÑOL";"La buena vida padre y madre olvida."
3202;"ESPAÑOL";"La burla dineros cuesta."
3203;"ESPAÑOL";"La cabra de mi vecina mas leche da que no la mia."
3204;"ESPAÑOL";"La carcel y la quaresma para los pobres es hecha."
3205;"ESPAÑOL";"La caridad bien ordenada comenza de sí propia."
3206;"ESPAÑOL";"La casa quemada, acudir con el agua."
3207;"ESPAÑOL";"La codicia rompe el saco."
3208;"ESPAÑOL";"La costumbre es otra naturaleza."
3209;"ESPAÑOL";"La coz de la yegua no hace mal al potro."
3210;"ESPAÑOL";"La cruz en los pechos, y el diablo en los hechos."
3211;"ESPAÑOL";"La cuba huele al vino que tiene."
3212;"ESPAÑOL";"La cuba llena, la suegra bevida."
3213;"ESPAÑOL";"Ládreme el perro, y no me muerda."
3214;"ESPAÑOL";"La espada y la sortija, en cuya mano estan."
3215;"ESPAÑOL";"La espina quando nace, la punta lleva delante."
3216;"ESPAÑOL";"La gala del nadar es saber guardar la ropa."
3217;"ESPAÑOL";"La gallina de mi vecina mas huevos pone que la mia."
3218;"ESPAÑOL";"La gente pone, y Dios dispone."
3219;"ESPAÑOL";"La gotera dando hace señal en la piedra."
3220;"ESPAÑOL";"La hogaça no embaraça."
3221;"ESPAÑOL";"La justicia de Peralvillo que ahorcado el hombre le hace la pes quisa."
3222;"ESPAÑOL";"La lengua del mal amigo mas corta que cuchillo."
3223;"ESPAÑOL";"La lengua luenga es señal de mano corta."
3224;"ESPAÑOL";"La letra con sangre entra."
3225;"ESPAÑOL";"La mala llaga sana, la mala fama mata."
3226;"ESPAÑOL";"La mano cuerda no hace todo lo que due la lengua."
3227;"ESPAÑOL";"La manzana podrida perde a su compaña."
3228;"ESPAÑOL";"La mas cauta es tenida por mas casta."
3229;"ESPAÑOL";"La mas ruin oveja se ensucia en la colodra."
3230;"ESPAÑOL";"La moça como es criada, la estopa como es hilada."
3231;"ESPAÑOL";"La muger compuesta a su marido quita de puerta agena."
3232;"ESPAÑOL";"La muger del ciego para quien se affeyta?"
3233;"ESPAÑOL";"La muger hermosa ó loca ó presuntuosa."
3234;"ESPAÑOL";"La muger polida, la casa sucia, la puerta barrida."
3235;"ESPAÑOL";"La muger quanto mas mira la cara, tanto mas destruye la casa."
3236;"ESPAÑOL";"La muger vieja, si no serve de olla, serve de cobertera."
3237;"ESPAÑOL";"La muger y el vidrio siempre estan en peligro."
3238;"ESPAÑOL";"La muger y la salsa a la man de la lança."
3239;"ESPAÑOL";"La muger y la tela, no las cates a la candela."
3240;"ESPAÑOL";"La mula y la muger por balagos hacen el mandado."
3241;"ESPAÑOL";"La necesidad hace a la viega trotar."
3242;"ESPAÑOL";"La occasion hace el ladron."
3243;"ESPAÑOL";"La oveja harta, del rabo hace manta."
3244;"ESPAÑOL";"La piedra es dura, y la gota menuda, mas cayendo de continuo, hace cavadura."
3245;"ESPAÑOL";"La pobreza no quita virtud, ni la riqueza la pone."
3246;"ESPAÑOL";"La primera muger escoba, y la segunda señora."
3247;"ESPAÑOL";"La quinta rueda al carro no hace sino embaraçar."
3248;"ESPAÑOL";"La sangre sin fuego hierve."
3249;"ESPAÑOL";"Las llaves en la cinta, y el perro en la cocina."
3250;"ESPAÑOL";"Las malas nuevas siempre son ciertas."
3251;"ESPAÑOL";"Las manos blancas no ofenden."
3252;"ESPAÑOL";"Las sopas y los amores, los primieros son mejores."
3253;"ESPAÑOL";"Las tripas esten llenas, que ellas llevan a las piernas."
3254;"ESPAÑOL";"La suegra ha de ser rogada, y olla reposada."
3255;"ESPAÑOL";"La telaraña suelta al rato, y la mosca apana."
3256;"ESPAÑOL";"La tierra que el hombre sabe, esa es su madre."
3257;"ESPAÑOL";"La traicion aplace, mas no el que la hace."
3258;"ESPAÑOL";"La una mano a la otra lava, y las dos a la cara."
3259;"ESPAÑOL";"La vaca harta de la cola haz brigata."
3260;"ESPAÑOL";"Lavar la cabeça del asno perdimiento de javon."
3261;"ESPAÑOL";"La verdad, como el olio, siempre anda en somo."
3262;"ESPAÑOL";"La vida y el alma, mas no el alvarda."
3263;"ESPAÑOL";"Lleva tu la arteza, marido, que yo llevaré el cedaço, que pesa como el diablo."
3264;"ESPAÑOL";"Lo ageno siempre pia por su dueño."
3265;"ESPAÑOL";"Lo barato es caro."
3266;"ESPAÑOL";"Lo mio mio, lo de Juan mi hermano, suyo y mio."
3267;"ESPAÑOL";"Lo peor del pleito es, que de uno nacen ciento."
3268;"ESPAÑOL";"Lo perdido vaya por amor de Dios."
3269;"ESPAÑOL";"Lo que come mi vicino no aproveche a mi tripa."
3270;"ESPAÑOL";"Lo que con los ojos veo, con el dedo lo adevino."
3271;"ESPAÑOL";"Lo que hace el loco a la derreria, hace el sabio a la primeria."
3272;"ESPAÑOL";"Lo que hecho es, hecho ha de ser por esta vez."
3273;"ESPAÑOL";"Lo que la fuerça no puede, ingenio lo vince."
3274;"ESPAÑOL";"Lo que la loba hace, al lobo aplace."
3275;"ESPAÑOL";"Lo que la muger quiere, Dios lo quiere."
3276;"ESPAÑOL";"Lo que mucho se desea, no se cree aunque se vea."
3277;"ESPAÑOL";"Lo que mucho vale, de so tierra sale."
3278;"ESPAÑOL";"Lo que no acerta en un ano, acerta en un rato."
3279;"ESPAÑOL";"Lo que no lleva Christo, lleva el fisco."
3280;"ESPAÑOL";"Lo que no quieres para ti, no lo quieras para mi."
3281;"ESPAÑOL";"Lo que saben tres, sabe toda res."
3282;"ESPAÑOL";"Lo que se usa, no se escusa."
3283;"ESPAÑOL";"Lo que te dijeren al oido, no lo digas a tu marido."
3284;"ESPAÑOL";"Los amenazados comen pan."
3285;"ESPAÑOL";"Los dichos en nos, los hechos en Dios."
3286;"ESPAÑOL";"Los niños y los locos dicen la verdad."
3287;"ESPAÑOL";"Los pies del hortolano no echan a perder la huerta."
3288;"ESPAÑOL";"Los que cabras no tienen, y cabritos venden, de donde les vienen?"
3289;"ESPAÑOL";"Los yerros del medico, la tierra los cubre."
3290;"ESPAÑOL";"Madre, casar, casar, que carrafico me quiere llevar."
3291;"ESPAÑOL";"Madre, que cosa es casar? Hija, hilar, parir, y llorar."
3292;"ESPAÑOL";"Madruga y verás, trabaja y habrás."
3293;"ESPAÑOL";"Maja los ajos, Pedro, mientra yo rallo el queso."
3294;"ESPAÑOL";"Mal me quieren mis comadres, porque les digo las verdades."
3295;"ESPAÑOL";"Mal se cubre la cabra con el rabo."
3296;"ESPAÑOL";"Mal sobre mal, y piedra por cabezal."
3297;"ESPAÑOL";"Mañana sera otro dia."
3298;"ESPAÑOL";"Manda y descuida, no se hará cosa ninguna."
3299;"ESPAÑOL";"Manda y hazlo, y quitarte has de cuidado."
3300;"ESPAÑOL";"Manos duchas comen truchas."
3301;"ESPAÑOL";"Marihuela, fuiste a la boda? No, madre, mas galana estava la novia."
3302;"ESPAÑOL";"Marido, no veas: muger, ciega seas."
3303;"ESPAÑOL";"Mas ablanda el dinero que palabras de caballero."
3304;"ESPAÑOL";"Mas apaga buena palabra que caldera de agua."
3305;"ESPAÑOL";"Mas cerca está la camisa que el sayo."
3306;"ESPAÑOL";"Mas cerca están mis dientes que mis parientes."
3307;"ESPAÑOL";"Mas descubre un hambriento que cien letrados."
3308;"ESPAÑOL";"Mas hace quien quiere que quien puede."
3309;"ESPAÑOL";"Mas son los amenazados que los heridos."
3310;"ESPAÑOL";"Mas tira moça que soga."
3311;"ESPAÑOL";"Mas vale cabeza de raton que cola de leon."
3312;"ESPAÑOL";"Mas vale el mal conocido que el bien por venir."
3313;"ESPAÑOL";"Mas vale humo de mi casa que fuego de la agena."
3314;"ESPAÑOL";"Mas vale mala avenencia que buena sentencia."
3315;"ESPAÑOL";"Mas vale pajaro en mano que buitre volando."
3316;"ESPAÑOL";"Mas vale puñado de natural que almozada de ciencia."
3317;"ESPAÑOL";"Mas vale que digan, Aqui huyó, que Aqui murió."
3318;"ESPAÑOL";"Mas vale que sobre, que no que falte."
3319;"ESPAÑOL";"Mas vale regla que renta."
3320;"ESPAÑOL";"Mas vale rodear que no ahogar."
3321;"ESPAÑOL";"Mas vale ruin asno que ser asno."
3322;"ESPAÑOL";"Mas vale salto de mata que ruego de hombres buenos."
3323;"ESPAÑOL";"Mas vale solo que mal acompañado."
3324;"ESPAÑOL";"Mas vale tarde que nunca."
3325;"ESPAÑOL";"Mas vale tuerto que ciego."
3326;"ESPAÑOL";"Mas vale una abeja que mil moscas."
3327;"ESPAÑOL";"Mas vale un toma que dos te dare."
3328;"ESPAÑOL";"Mas vale vuelta de llave que conciencia de frayle."
3329;"ESPAÑOL";"Mas val perder que mas perder."
3330;"ESPAÑOL";"Mataras y matarte han, y mataran a quien te matare."
3331;"ESPAÑOL";"Mejor es dobrar que quebrar."
3332;"ESPAÑOL";"Mejor me parece tu jarro mellado que el mio sano."
3333;"ESPAÑOL";"Menea la cola el can, no por ti, sino por el pan."
3334;"ESPAÑOL";"Mete mendigo en tu pajar, y hacer se te ha heredero."
3335;"ESPAÑOL";"Meter aguja, y sacar reja."
3336;"ESPAÑOL";"Miedo guarda viña."
3337;"ESPAÑOL";"Mientra en mi casa me estoy, rey me soy."
3338;"ESPAÑOL";"Mientra la grande se abaja, la chica barre la casa."
3339;"ESPAÑOL";"Miguel, Miguel, no tienes abejas y vendes miel."
3340;"ESPAÑOL";"Mirais lo que bebo, y no la sed que tengo."
3341;"ESPAÑOL";"Mira que ates que desates."
3342;"ESPAÑOL";"Mostrar primero la horca que el lugar."
3343;"ESPAÑOL";"Mucho sabe la zorra, pero mas el que la toma."
3344;"ESPAÑOL";"Muchos besan manos que quierian ver cortadas."
3345;"ESPAÑOL";"Mucho tiene que hacer quien ha de gustar a todos."
3346;"ESPAÑOL";"Muda el lobo los dientes y no los mientes."
3347;"ESPAÑOL";"Muger, no te las cuento, mas doze morcillas hace un puerco."
3348;"ESPAÑOL";"Muger, viento, y ventura, presto se muda."
3349;"ESPAÑOL";"Nace en la huerta lo que no siembra el hortelano."
3350;"ESPAÑOL";"Nacenle alas a la hormiga para que se pierde mas aina."
3351;"ESPAÑOL";"Nadar y nadar, y a la orilla ahogar."
3352;"ESPAÑOL";"Nadie seria mesonero sino fuese por el dinero."
3353;"ESPAÑOL";"Necio es, quien piensa que otro no piensa."
3354;"ESPAÑOL";"Necios y porfiados hacen ricos los letrados."
3355;"ESPAÑOL";"Ni absente sin culpa, ni presente sin disculpa."
3356;"ESPAÑOL";"Ni buen frayle por amigo, ni malo por enemigo."
3357;"ESPAÑOL";"Ni con cada mal al fisico, ni con cada pleito al letrado, ni con cada sed al jarro."
3358;"ESPAÑOL";"Ni do ni tomo, como judio en sábado."
3359;"ESPAÑOL";"Ni el anzuelo, ni la caña, mas el cebo las engaña."
3360;"ESPAÑOL";"Ni estoy al vado, ni a la puente."
